primaryTitle,movieId,T_Const,startYear,averageRating,numVotes,Family,Biography,Musical,Reality-TV,Music,War,Action,Mystery,Sport,Drama,Short,Talk-Show,Game-Show,Fantasy,Documentary,Thriller,Adventure,Comedy,Romance,History,Film-Noir,Adult,Animation,News,Horror,Western,Sci-Fi,Crime
You Only Live Twice,265,0062512,-0.28972096799746555,-0.033137161708790615,-0.04891779629526733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2001: A Space Odyssey,266,0062622,-0.2793043013307989,0.18745107358532714,0.16102882559698717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Chitty Chitty Bang Bang,267,0062803,-0.2793043013307989,-0.018431279355849362,-0.07297753937797644,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Night of the Living Dead,272,0063350,-0.2793043013307989,0.11392166182062113,-0.04198816794507665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The Odd Couple,273,0063374,-0.2793043013307989,0.08450989711473876,-0.07725758144388861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Planet of the Apes,276,0063442,-0.2793043013307989,0.14333342652650352,-0.02215490901898159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Producers,277,0063462,-0.28972096799746555,0.06980401476179764,-0.06923269384855076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Romeo and Juliet,280,0063518,-0.2793043013307989,0.08450989711473876,-0.07845880883814714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rosemary's Baby,281,0063522,-0.2793043013307989,0.14333342652650352,-0.009037046805884614,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yellow Submarine,282,0063823,-0.2793043013307989,0.05509813240885651,-0.08053991617087526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Butch Cassidy and the Sundance Kid,288,0064115,-0.26888763466413224,0.14333342652650352,-0.008557703517666168,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Once Upon a Time in the West,290,0064116,-0.2793043013307989,0.2168628382912094,0.03397263225599505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Easy Rider,292,0064276,-0.26888763466413224,0.04039225005591526,-0.04872307503931906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Midnight Cowboy,293,0064665,-0.26888763466413224,0.11392166182062113,-0.04835161268268689,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On Her Majesty's Secret Service,296,0064757,-0.26888763466413224,-0.033137161708790615,-0.05563625346022531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Take the Money and Run,300,0065063,-0.26888763466413224,0.02568636770297414,-0.07913325593880884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Wild Bunch,303,0065214,-0.26888763466413224,0.1286275441735624,-0.05833710231483204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Aristocats,306,0065421,-0.25847096799746555,0.010980485350032885,-0.05109798576019704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Beneath the Planet of the Apes,307,0065462,-0.25847096799746555,-0.15078422053232,-0.07263706409743818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Kelly's Heroes,308,0065938,-0.25847096799746555,0.08450989711473876,-0.07168335075543612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Little Big Man,314,0065988,-0.25847096799746555,0.08450989711473876,-0.07707280665681,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MASH,315,0066026,-0.25847096799746555,0.05509813240885651,-0.06274147524161493,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Patton,316,0066206,-0.25847096799746555,0.1286275441735624,-0.051693243666396486,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
And Now for Something Completely Different,317,0066765,-0.2480543013307989,0.06980401476179764,-0.07900242161752336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bananas,318,0066808,-0.2480543013307989,-0.018431279355849362,-0.07690868992046067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bedknobs and Broomsticks,319,0066817,-0.2480543013307989,-0.0037253970029082384,-0.07627441125177258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
A Clockwork Orange,327,0066921,-0.2480543013307989,0.18745107358532714,0.22184956995246172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Diamonds Are Forever,329,0066995,-0.2480543013307989,-0.07725480876761412,-0.050059727432802896,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dirty Harry,332,0066999,-0.2480543013307989,0.09921577946768001,-0.031169087710355287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Escape from the Planet of the Apes,333,0067065,-0.2480543013307989,-0.10666657347349649,-0.07707012876134509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The French Connection,337,0067116,-0.2480543013307989,0.09921577946768001,-0.04396828036312826,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Harold and Maude,338,0067185,-0.2480543013307989,0.1286275441735624,-0.061067790576047734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Willy Wonka & the Chocolate Factory,339,0067992,-0.2480543013307989,0.11392166182062113,-0.014460167678817328,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conquest of the Planet of the Apes,342,0068408,-0.23763763466413224,-0.13607833817937887,-0.078057507074906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Deliverance,344,0068473,-0.23763763466413224,0.09921577946768001,-0.04921389502238711,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,345,0068555,-0.23763763466413224,-0.04784304406173174,-0.07535091987287447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Godfather,348,0068646,-0.23763763466413224,0.3198040147617975,0.6025663507548586,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
High Plains Drifter,349,0068699,-0.22722096799746558,0.06980401476179764,-0.0692862517578489,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Poseidon Adventure,350,0069113,-0.23763763466413224,0.010980485350032885,-0.07331189375459489,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Solaris,351,0069293,-0.23763763466413224,0.14333342652650352,-0.055963339263439014,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
American Graffiti,353,0069704,-0.22722096799746558,0.05509813240885651,-0.05634130508048596,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Badlands,355,0069762,-0.22722096799746558,0.09921577946768001,-0.06281722142762232,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Charlotte's Web,356,0070016,-0.22722096799746558,-0.018431279355849362,-0.08266348727454692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Enter the Dragon,357,0070034,-0.22722096799746558,0.08450989711473876,-0.0507835243213179,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Exorcist,361,0070047,-0.22722096799746558,0.15803930887944465,0.06153391493731822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Live and Let Die,362,0070328,-0.22722096799746558,-0.04784304406173174,-0.049603720090778645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Papillon,364,0070511,-0.22722096799746558,0.14333342652650352,-0.040867277414765354,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Robin Hood,366,0070608,-0.22722096799746558,0.06980401476179764,-0.04233438157303969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Serpico,367,0070666,-0.22722096799746558,0.09921577946768001,-0.04394800486889396,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sleeper,368,0070707,-0.22722096799746558,0.010980485350032885,-0.07415084014810092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Soylent Green,370,0070723,-0.22722096799746558,-0.0037253970029082384,-0.06591325114155039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
The Sting,371,0070735,-0.22722096799746558,0.18745107358532714,0.008599955282491292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Westworld,372,0070909,-0.22722096799746558,-0.018431279355849362,-0.068415170618764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Blazing Saddles,373,0071230,-0.2168043013307989,0.09921577946768001,-0.03781753703673068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Chinatown,374,0071315,-0.2168043013307989,0.17274519123238577,0.032857862629603544,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Conversation,376,0071360,-0.2168043013307989,0.11392166182062113,-0.04816109954818346,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Godfather Part II,377,0071562,-0.2168043013307989,0.29039225005591524,0.3857822966277053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Man with the Golden Gun,379,0071807,-0.2168043013307989,-0.04784304406173174,-0.05038910857498652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Monty Python and the Holy Grail,380,0071853,-0.20638763466413224,0.17274519123238577,0.1142494348335077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Return of the Pink Panther,381,0072081,-0.20638763466413224,-0.0037253970029082384,-0.08013478884268425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Texas Chain Saw Massacre,382,0072271,-0.2168043013307989,0.05509813240885651,-0.02982822719542659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Young Frankenstein,383,0072431,-0.2168043013307989,0.14333342652650352,-0.03059907853282497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dog Day Afternoon,405,0072890,-0.20638763466413224,0.14333342652650352,0.006795053739143624,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jaws,410,0073195,-0.20638763466413224,0.15803930887944465,0.13590098478027496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Man Who Would Be King,412,0073341,-0.20638763466413224,0.11392166182062113,-0.07191517999139811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
One Flew Over the Cuckoo's Nest,413,0073486,-0.20638763466413224,0.24627460299709164,0.2887047604598579,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rocky Horror Picture Show,415,0073629,-0.20638763466413224,0.05509813240885651,-0.03347246036667074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
The Stepford Wives,417,0073747,-0.20638763466413224,-0.018431279355849362,-0.08380924397703236,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Three Days of the Condor,419,0073802,-0.20638763466413224,0.05509813240885651,-0.0693325410937423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
All the President's Men,420,0074119,-0.19597096799746558,0.1286275441735624,-0.0467674462369466,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Carrie,421,0074285,-0.19597096799746558,0.05509813240885651,-0.01990241637649938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
King Kong,427,0074751,-0.19597096799746558,-0.16549010288526111,-0.07811909867059887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Logan's Run,428,0074812,-0.19597096799746558,-0.04784304406173174,-0.06896681708453493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Marathon Man,431,0074860,-0.19597096799746558,0.05509813240885651,-0.06627170657735301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Network,432,0074958,-0.19597096799746558,0.15803930887944465,-0.030040928606639247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Omen,434,0075005,-0.19597096799746558,0.06980401476179764,-0.04552643296720946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Outlaw Josey Wales,435,0075029,-0.19597096799746558,0.11392166182062113,-0.06260796302486454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rocky,440,0075148,-0.19597096799746558,0.15803930887944465,0.12592620672998944,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxi Driver,441,0075314,-0.19597096799746558,0.17274519123238577,0.2191858290778687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Annie Hall,442,0075686,-0.1855543013307989,0.14333342652650352,0.010431635780488033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Close Encounters of the Third Kind,445,0075860,-0.1855543013307989,0.08450989711473876,-0.014133846988593596,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Goodbye Girl,454,0076095,-0.1855543013307989,0.05509813240885651,-0.08513059411071672,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Pete's Dragon,455,0076538,-0.1855543013307989,-0.10666657347349649,-0.08116080536223882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Rescuers,457,0076618,-0.1855543013307989,-0.018431279355849362,-0.06617262444515144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Saturday Night Fever,466,0076666,-0.1855543013307989,-0.033137161708790615,-0.06016380957839395,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spy Who Loved Me,468,0076752,-0.1855543013307989,-0.0037253970029082384,-0.04917181380793856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Star Wars,471,0076759,-0.1855543013307989,0.23156872064415052,0.42181950101195576,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dawn of the Dead,474,0077402,-0.17513763466413224,0.11392166182062113,-0.044804166304674396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The Deer Hunter,475,0077416,-0.17513763466413224,0.15803930887944465,0.037981059210466614,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grease,477,0077631,-0.17513763466413224,0.02568636770297414,0.011510445096350777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Halloween,480,0077651,-0.17513763466413224,0.09921577946768001,0.01223194664589586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Heaven Can Wait,481,0077663,-0.17513763466413224,-0.018431279355849362,-0.082458436993234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Jaws 2,485,0077766,-0.17513763466413224,-0.18019598523820235,-0.06074759078974379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
The Lord of the Rings,489,0077869,-0.17513763466413224,-0.12137245582643762,-0.07788612176515192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
National Lampoon's Animal House,490,0077975,-0.17513763466413224,0.05509813240885651,-0.044518779159414254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Superman,491,0078346,-0.17513763466413224,0.05509813240885651,-0.024210002510050618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Up in Smoke,492,0078446,-0.17513763466413224,-0.018431279355849362,-0.07585972001120689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alien,493,0078748,-0.16472096799746558,0.2168628382912094,0.2395596403313801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Amityville Horror,494,0078767,-0.16472096799746558,-0.13607833817937887,-0.07542704861537683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Apocalypse Now,497,0078788,-0.16472096799746558,0.2168628382912094,0.16075644537255657,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being There,500,0078841,-0.16472096799746558,0.14333342652650352,-0.06299204974583128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Breaking Away,502,0078902,-0.16472096799746558,0.09921577946768001,-0.08153838862279078,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Jerk,507,0079367,-0.16472096799746558,0.010980485350032885,-0.0683803579777202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kramer vs. Kramer,508,0079417,-0.16472096799746558,0.11392166182062113,-0.03536037666943054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life of Brian,509,0079470,-0.16472096799746558,0.14333342652650352,0.06078333909415414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mad Max,514,0079501,-0.16472096799746558,-0.033137161708790615,-0.01187370321621165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Manhattan,515,0079522,-0.16472096799746558,0.1286275441735624,-0.03716910377772807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Moonraker,516,0079574,-0.16472096799746558,-0.12137245582643762,-0.052122089497276675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Muppet Movie,519,0079588,-0.16472096799746558,0.08450989711473876,-0.07679698342392452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Phantasm,520,0079714,-0.16472096799746558,-0.062548926414673,-0.07651274394814934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Rocky II,524,0079817,-0.16472096799746558,0.04039225005591526,-0.011297573134761547,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek: The Motion Picture,527,0079945,-0.16472096799746558,-0.09196069112055523,-0.05629731108356248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9 to 5,529,0080319,-0.1543043013307989,-0.018431279355849362,-0.07783371152533872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Airplane!,531,0080339,-0.1543043013307989,0.09921577946768001,-0.00025010667253307187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Blue Lagoon,532,0080453,-0.1543043013307989,-0.18019598523820235,-0.06385854020697636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Blues Brothers,533,0080455,-0.1543043013307989,0.1286275441735624,-0.014993451432828911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Caddyshack,534,0080487,-0.1543043013307989,0.02568636770297414,-0.045801873643599944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Elephant Man,535,0080678,-0.1543043013307989,0.17274519123238577,0.000706667121428886,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Episode V - The Empire Strikes Back,537,0080684,-0.1543043013307989,0.24627460299709164,0.393985455549707,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Friday the 13th,538,0080761,-0.1543043013307989,-0.09196069112055523,-0.037978975877615104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The Gods Must Be Crazy,539,0080801,-0.1543043013307989,0.04039225005591526,-0.06915962555800828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ordinary People,540,0081283,-0.1543043013307989,0.09921577946768001,-0.07070018056332007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Popeye,541,0081353,-0.1543043013307989,-0.25372539700290825,-0.07836087437543052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Private Benjamin,542,0081375,-0.1543043013307989,-0.12137245582643762,-0.0805330301539655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Raging Bull,543,0081398,-0.1543043013307989,0.17274519123238577,0.04303616073522204,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shining,546,0081505,-0.1543043013307989,0.20215695593826827,0.29073269243978284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Superman II,551,0081573,-0.1543043013307989,-0.033137161708790615,-0.049672962816371256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Time Bandits,552,0081633,-0.14388763466413224,-0.018431279355849362,-0.06629427741055724,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
An American Werewolf in London,553,0082010,-0.14388763466413224,0.06980401476179764,-0.05041397474716066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
The Boat,555,0082096,-0.14388763466413224,0.20215695593826827,0.00453452741026669,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chariots of Fire,562,0082158,-0.14388763466413224,0.010980485350032885,-0.06757966723371285,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conan the Barbarian,575,0082198,-0.13347096799746558,-0.018431279355849362,-0.03384889595773774,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Escape from New York,585,0082340,-0.14388763466413224,0.010980485350032885,-0.03670276741033918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Excalibur,586,0082348,-0.14388763466413224,0.04039225005591526,-0.06696642917224903,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
For Your Eyes Only,587,0082398,-0.14388763466413224,-0.04784304406173174,-0.05197136223825188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Fox and the Hound,588,0082406,-0.14388763466413224,0.02568636770297414,-0.05515461483303694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Great Muppet Caper,589,0082474,-0.14388763466413224,0.010980485350032885,-0.08468338556807717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Heavy Metal,590,0082509,-0.14388763466413224,-0.062548926414673,-0.07720211075211554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
